קוד,Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
3408,IMITREX 50MG 6TAB,6.0,54.87,73.81,85.61,2011
268,IMITREX INJ 2 PREFILLED +AUTO INJ,2.0,194.14,228.11,264.61,2011
4088,IMITREX NASAL SPRAY 20MGx2,2.0,70.18,94.39,109.5,2011
4357,IMMUCYST 81MG VIAL,1.0,329.51,387.18,449.13,2011
3329,IMOVANE 7.5MG 20TAB,20.0,14.64,20.06,23.27,2011
1107,IMURAN 25MG 100TAB,100.0,77.12,103.73,120.32,2011
2457,IMURAN 50MG 100TAB,100.0,95.75,119.69,138.84,2011
4262,IMURAN 50MG VIAL,1.0,35.02,47.97,55.65,2011
6735,INDOCIN I.V. 1.25MG/ML 3 VIALS,3.0,148.08,185.1,214.71,2011
4425,INDOCOLLYRE 0.1% EYE DROPS 5ML,5.0,16.17,22.16,25.7,2011
2321,INDOVIS 25MG 30CAP,30.0,6.9,9.45,10.97,2011
4089,INFANRIX POLIO HIB (IPV-HIB) INJ 0.5ML,1.0,199.77,234.73,272.29,2011
4264,INFLUVAC 15MCG/DOSE 0.5ML,1.0,25.29,34.65,40.19,2011
646,INS.ACTRAPID HM 10ML,10.0,64.03,86.12,99.9,2011
2862,INS.ACTRAPID HM3MLX5,15.0,127.73,159.66,185.2,2011
664,INS.INSULATARD H10ML,10.0,62.57,84.16,97.62,2011
674,INS.MIXTARD 30HM10ML,10.0,62.79,84.45,97.96,2011
4958,INSPRA 25MG 28TAB,28.0,291.43,342.43,397.22,2011
4959,INSPRA 50MG 28TAB,28.0,284.3,334.05,387.49,2011
2576,INSULATARD HM P3MLX5,15.0,129.22,161.52,187.36,2011
3734,INTEGRILIN 0.75MG/ML 100ML,100.0,356.2,418.54,485.5,2011
3735,INTEGRILIN 2MG/ML 10ML,10.0,113.34,141.67,164.34,2011
6394,INTELENCE 100MG 120 TAB,120.0,2178.71,2559.98,2969.58,2011
6216,INTRON A 10MIU/ML SOL FOR INJ OR INF,1.0,293.3,344.62,399.76,2011
4095,INTRON A MULTIDOSE 18MIU PEN INJ,1.0,532.52,625.71,725.83,2011
4096,INTRON A MULTIDOSE 30MIU PEN INJ,1.0,901.36,1059.1,1228.55,2011
6189,INVEGA 3MG 28TAB,28.0,467.14,548.88,636.71,2011
6190,INVEGA 6MG 28TAB,28.0,483.95,568.64,659.62,2011
6191,INVEGA 9MG 28TAB,28.0,564.08,662.8,768.84,2011
6553,INVIRASE TABLETS 500MG 120TAB,120.0,1668.66,1960.68,2274.38,2011
3028,IOPIDINE 0.5% 5ML,5.0,46.5,62.54,72.54,2011
4742,IRESSA 250MG 30TAB,30.0,10679.43,12548.33,14556.06,2011
6184,IRINOTECAN INJECTION 20MG/2ML (40MG) VIAL,1.0,190.21,237.77,275.81,2011
6185,IRINOTECAN INJECTION 20MG/5ML (100MG) VIAL,1.0,467.54,549.36,637.25,2011
6339,ISENTRESS 400MG 60TAB,60.0,3890.23,4571.02,5302.39,2011
2026,ISOCARDIDE 30MG 40TAB,40.0,,,,2011
2764,ISOCORT CREAM 15GR,15.0,11.69,16.02,18.58,2011
2776,ISOGEN CREAM 20G,20.0,10.58,14.49,16.81,2011
2541,ISOKET SPRAY 300DOSES,300.0,,,,2011
4885,ITRANOL 100MG 14CAP,14.0,64.61,86.9,100.81,2011
4098,IXEL 25MG 56CAP,56.0,61.0,82.05,95.17,2011
4099,IXEL 50MG 56CAP,56.0,109.84,137.3,159.27,2011
6246,JANUET 50/1000 MG 56TAB,56.0,192.6,240.75,279.27,2011
6244,JANUET 50/500 MG 56TAB,56.0,,,,2011
6245,JANUET 50/850 MG 56TAB,56.0,184.69,230.87,267.81,2011
6108,JANUVIA 100MG 28TAB,28.0,182.51,228.14,264.64,2011
6106,JANUVIA 25MG 28TAB,28.0,,,,2011
6107,JANUVIA 50MG 28TAB,28.0,,,,2011
1769,JUMEX 5MG 50TAB,50.0,83.26,111.98,129.9,2011
6264,JURNISTA 16MG 28 TAB,28.0,345.17,405.57,470.46,2011
6265,JURNISTA 32MG 28 TAB,28.0,565.81,664.82,771.2,2011
6349,JURNISTA 4MG 28TAB,28.0,87.99,118.35,137.28,2011
6266,JURNISTA 8MG 28 TAB,28.0,187.5,234.38,271.88,2011
6647,KALETRA 100MG/25MG  60 F.C TAB,60.0,575.5,676.21,784.4,2011
6648,KALETRA 200MG/50MG 120 F.C.TAB,120.0,2249.81,2643.52,3066.49,2011
4789,KALETRA ORAL SOL 5X60ML,300.0,2165.19,2544.1,2951.15,2011
1579,KALURIL 30TAB,30.0,7.68,10.52,12.21,2011
3823,KAMRHO-D IM VIAL 2ML,1.0,267.79,314.65,365.0,2011
3358,KARIN 250MG 14TAB,14.0,27.4,37.54,43.54,2011
3885,KARIN 500MG 14TAB,14.0,53.5,71.95,83.46,2011
6263,KAYEXALATE 450GR POWDER FOR SUSP.,1.0,119.59,149.48,173.4,2011
2470,KEMADRIN 5MG 100TAB,100.0,20.26,27.76,32.2,2011
4849,KEPPRA 1000MG 60TAB,60.0,630.75,741.13,859.71,2011
6215,KEPPRA 100MG/ML 300ML,300.0,343.74,403.89,468.52,2011
4847,KEPPRA 250MG 60TAB,60.0,170.41,213.01,247.09,2011
4848,KEPPRA 500MG 60TAB,60.0,316.48,371.87,431.36,2011
3080,KERATOSPOR OINT 10GR,10.0,,,,2011
6664,KETOSPRAY 10% 12.5G SPRAY,,,,,2011
6428,KETOZOL SHAMPOO 100ML,100.0,31.84,43.62,50.6,2011
6226,KETOZOL SHAMPOO 20MG/G 120 ML,120.0,38.21,51.39,59.61,2011
4979,KIVEXA 30TAB,30.0,2072.19,2434.82,2824.39,2011
2676,KLACID 250MG 10TAB,10.0,19.57,26.81,31.1,2011
3412,KLACID 250MG 14TAB,14.0,27.4,37.54,43.54,2011
2761,KLACID PED SUSP 60ML,60.0,17.99,24.64,28.59,2011
3758,KLARIDEX 250MG 14TAB,14.0,27.4,37.54,43.54,2011
2696,KLIOGEST 2MG 28TAB,28.0,34.27,46.96,54.47,2011
6080,KOGENATE FS 1000 IU/DOSE POWDER FOR IV INJ 2.5 ML VIAL,1.0,3448.34,4051.79,4700.08,2011
6078,KOGENATE FS 250 IU/DOSE POWDER FOR IV INJ 2.5 ML VIAL,1.0,883.33,1037.91,1203.98,2011
6079,KOGENATE FS 500 IU/DOSE POWDER FOR IV INJ 2.5 ML VIAL,1.0,1767.94,2077.33,2409.7,2011
3032,KONAKION MM 10MG/ML,5.0,15.91,21.79,25.28,2011
3677,KONAKION PED 2MG/0.2ML 5VIALS,5.0,20.95,28.71,33.3,2011
6299,KUVAN 100MG 120TAB,120.0,13533.67,15902.06,18446.39,2011
6300,KUVAN 100MG 30TAB,30.0,3383.42,3975.52,4611.6,2011
2999,KYTRIL 1MG 10TAB,10.0,228.55,268.55,311.52,2011
1807,LACROMYCIN DROPS 5CC,5.0,6.1,8.36,9.7,2011
2811,LAMICTAL 100MG 30 DISP/CHEWTAB,30.0,62.03,83.44,96.79,2011
3467,LAMICTAL 200MG 30 DISP/CHEWTAB,30.0,129.11,161.39,187.22,2011
2809,LAMICTAL 25MG 30 DISP/CHEWTAB,30.0,21.63,29.63,34.37,2011
2810,LAMICTAL 50MG 30 DISP/CHEWTAB,30.0,35.78,49.02,56.86,2011
3106,LAMICTAL 5MG 30 DISP/CHEWTAB,30.0,13.27,18.17,21.08,2011
2841,LAMISIL 250MG 14TAB,14.0,50.27,67.61,78.43,2011
4721,LAMODEX 100MG 30 DISP/CHEW TAB,30.0,62.03,83.44,96.79,2011
4722,LAMODEX 200MG 30DISP/CHEW TAB,30.0,129.11,161.39,187.22,2011
4719,LAMODEX 25MG 30DISP/CHEW TAB,30.0,21.63,29.63,34.37,2011
4720,LAMODEX 50MG 30DISP/CHEW TAB,30.0,35.78,49.02,56.86,2011
4718,LAMODEX 5MG 30DISP/CHEW TAB,30.0,13.27,18.17,21.08,2011
4423,LAMOGINE 100MG 30TAB,30.0,77.73,104.55,121.28,2011
4424,LAMOGINE 200MG 30TAB,30.0,148.18,185.23,214.87,2011
4421,LAMOGINE 25MG 30TAB,30.0,31.12,42.64,49.46,2011
4422,LAMOGINE 50MG 30TAB,30.0,57.08,76.77,89.05,2011
1108,LANOXIN INJ0.5MG/2ML 5AMP,5.0,15.67,21.46,24.9,2011
1110,LANOXIN PEDI ELX60ML,60.0,10.25,14.04,16.29,2011
6067,LANSO 15MG 28CAPS,28.0,30.72,42.09,48.82,2011
6068,LANSO 30MG 28CAPS,28.0,50.42,67.81,78.66,2011
6113,LANSOPRAZOLE TEVA 15MG 30CAPS,30.0,32.92,45.09,52.31,2011
6114,LANSOPRAZOLE TEVA 30MG 30CAPS,30.0,54.02,72.66,84.28,2011
4833,LANTON 15 28CAPS,28.0,30.72,42.09,48.82,2011
4834,LANTON 30 28CAPS,28.0,50.42,67.81,78.66,2011
4978,LANTUS  100UI/ML OPTISET/SOLOSTAR PRE FILLED PEN 5X3ML,15.0,271.35,318.83,369.85,2011
4600,LANTUS 100IU/ML CART 5X3ML,15.0,264.87,311.22,361.02,2011
4643,LANTUS 100IU/ML VIAL 10ML,10.0,184.64,230.8,267.72,2011
6040,LANVIS 40MG 25TAB,25.0,85.24,114.64,132.99,2011
2425,LARIAM 250MG 8TAB,8.0,134.12,167.65,194.48,2011
1584,LAXATIVE COMPOUND 50TAB,50.0,35.27,48.32,56.05,2011
1587,LENITIN 3MG 20TAB,20.0,5.66,7.76,9.0,2011
3301,LEPONEX 100MG 50TAB,50.0,94.02,117.53,136.34,2011
3300,LEPONEX 25MG 50TAB,50.0,27.96,38.3,44.43,2011
6363,LERCAPRESS 10 30 FC TAB,30.0,32.14,44.03,51.07,2011
6561,LERCAPRESS 20 MG 30 FC TAB,30.0,44.89,60.38,70.04,2011
3074,LESCOL 20MG 28CAP,28.0,31.16,42.68,49.51,2011
3075,LESCOL 40MG 28CAP,28.0,47.84,64.34,74.64,2011
6592,LESCOL FORTE 80MG 28 XL TAB,28.0,68.13,91.64,106.3,2011
6784,LETROZOLE DEXCEL 2.5MG 30TAB,30.0,459.48,539.89,626.27,2011
6680,LETROZOLE FARMOZ 2.5MG 30TAB,30.0,459.48,539.89,626.27,2011
6586,LETROZOLE TEVA 2.5MG 30TAB,30.0,459.48,539.89,626.27,2011
1387,LEUCOVORIN 15MG 10TAB,10.0,70.98,95.47,110.74,2011
1112,LEUKERAN 2MG 25TAB,25.0,20.77,28.45,33.01,2011
4811,LEVEMIR FLEXPEN 5X3ML,15.0,283.3,332.88,386.14,2011
6587,LEVEMIR PENFILL 5X3ML,15.0,273.18,320.98,372.34,2011
6376,LEVETIRACETAM TEVA 1000MG 60TAB,60.0,630.75,741.13,859.71,2011
6374,LEVETIRACETAM TEVA 250MG 60TAB,60.0,170.41,213.01,247.09,2011
6375,LEVETIRACETAM TEVA 500MG 60TAB,60.0,316.48,371.87,431.36,2011
6625,LEVETRIM 1000MG 60TAB,60.0,630.75,741.13,859.71,2011
6623,LEVETRIM 250MG 60 FC TAB,60.0,170.41,213.01,247.09,2011
6624,LEVETRIM 500MG 60 FC TAB,60.0,316.48,371.87,431.36,2011
4682,LEVITRA 10MG 4TAB,4.0,129.8,162.25,188.21,2011
4683,LEVITRA 20MG 4TAB,4.0,174.77,218.46,253.42,2011
4681,LEVITRA 5MG 4TAB,4.0,84.04,113.03,131.12,2011
4685,LEVO 500MG 5TAB,5.0,66.26,89.12,103.37,2011
1589,LEVOPAR PLUS 125 30CAPS,30.0,15.61,21.38,24.8,2011
1590,LEVOPAR PLUS 250 30CCAPS,30.0,20.56,28.16,32.67,2011
6188,LEVOPHED 4MG/4ML 10AMP,10.0,79.36,106.73,123.81,2011
4794,LEXIVA 700MG 60TAB,60.0,1895.75,2227.5,2583.9,2011
1949,LICARBIUM 300MG 100T,100.0,55.07,74.07,85.92,2011
6767,LIDOCADREN TEVA 2% 50VIAL(1.8ML),50.0,65.45,88.03,102.12,2011
541,LIORESAL 10MG 50TAB,50.0,17.69,24.23,28.11,2011
542,LIORESAL 25MG 50TAB,50.0,34.85,47.74,55.38,2011
3427,LIPANOR 100MG 30CAP,30.0,24.54,33.62,39.0,2011
4076,LIPITOR 10MG 30TAB,30.0,66.69,89.69,104.05,2011
4077,LIPITOR 20MG 30TAB,30.0,114.54,143.18,166.09,2011
4562,LIPITOR 40MG 30TAB,30.0,158.97,198.71,230.51,2011
4563,LIPITOR 80MG 30TAB,30.0,194.26,228.26,264.78,2011
6757,LITORVA 10MG 30 TAB,30.0,66.69,89.69,104.05,2011
6758,LITORVA 20MG 30 TAB,30.0,114.54,143.18,166.09,2011
6759,LITORVA 40MG 30 TAB,30.0,158.97,198.71,230.51,2011
4568,LIVIAL 2.5MG  28TAB,28.0,77.35,104.04,120.69,2011
2813,LIVOSTIN DROPS 4ML,4.0,29.52,40.44,46.91,2011
2812,LIVOSTIN SPRAY 10ML,10.0,31.31,42.9,49.76,2011
770,LOCACID CREAM 30G,30.0,23.74,32.53,37.74,2011
771,LOCACID LOTION 15ML,15.0,9.27,12.7,14.74,2011
1809,LOCALIN DROPS 15CC,15.0,16.35,22.4,25.99,2011
4767,LOCATOP 0.1% CREAM 30GR,30.0,12.5,17.13,19.87,2011
6003,LOCERYL LACQUE 2.5ML,2.5,83.08,111.74,129.62,2011
6095,LODENE 21TAB,21.0,18.17,24.89,28.87,2011
4079,LOGIMAX 30 XRTAB,30.0,55.76,75.0,87.0,2011
81,LOMUDAL NAS COMP13ML,13.0,19.14,26.22,30.42,2011
83,LOMUDAL NEBUL48 AMPX2ML,48.0,44.63,60.03,69.63,2011
556,LOPRESOR 200MG 14SR DIVITAB,14.0,17.32,23.73,27.53,2011
554,LOPRESOR OROS 190MG  14CR TAB,14.0,19.57,26.81,31.1,2011
555,LOPRESOR OROS 95MG 14CR TAB,14.0,19.52,26.74,31.02,2011
4662,LORIVAN 1MG 20TAB,20.0,3.57,4.9,5.68,2011
1770,LORIVAN 1MG 50TAB,50.0,8.94,12.24,14.2,2011
6177,LOSARDEX 12.5MG 30TAB,30.0,31.64,43.34,50.27,2011
6178,LOSARDEX 50MG 30TAB,30.0,35.49,48.63,56.41,2011
6525,LOSARDEX PLUS,30.0,35.97,49.28,57.17,2011
6639,LOSARTAN 50MG 30TAB,30.0,35.49,48.63,56.41,2011
6640,LOSARTAN PLUS 30TAB,30.0,35.97,49.28,57.17,2011
6200,LOSARTAN PLUS TEVA 30TAB,30.0,35.97,49.28,57.17,2011
6199,LOSARTAN TEVA 50MG 30TAB,30.0,35.49,48.63,56.41,2011
3332,LOSEC 10MG 30CAP,30.0,32.22,44.14,51.2,2011
1388,LOSEC 20MG 14CAP,14.0,19.89,27.25,31.61,2011
3266,LOSEC 20MG 30CAP,30.0,42.62,57.33,66.5,2011
6197,LOTAN 100MG 30TAB,30.0,52.3,70.35,81.61,2011
6098,LOTAN 12.5MG 30TAB,30.0,31.64,43.34,50.27,2011
6099,LOTAN 50MG 30TAB,30.0,35.49,48.63,56.41,2011
6100,LOTAN PLUS 30TAB,30.0,35.97,49.28,57.17,2011
6453,LOTEMAX 0.5% EYE DROPS 5 ML,5.0,33.02,45.24,52.48,2011
4271,LOZAPINE 100MG 50TAB,50.0,94.02,117.53,136.34,2011
4272,LOZAPINE 25MG 50TAB,50.0,27.96,38.3,44.43,2011
6036,LUCENTIS VIAL 1X0.3ML,1.0,4634.83,5445.92,6317.27,2011
4101,LUCRIN DEPOT 11.25MG/VIAL,1.0,1614.09,1896.56,2200.01,2011
3483,LUCRIN DEPOT KIT 3.75MG,1.0,589.85,693.08,803.97,2011
4561,LUMIGAN  0.3MG/ML OPHT SOL 3ML,3.0,71.85,96.64,112.11,2011
4273,LUSTRAL 100MG 28TAB,28.0,43.55,58.58,67.95,2011
2979,LUSTRAL 50MG 28TAB,28.0,29.8,40.83,47.36,2011
6539,LUVERIS 75 IU 1VIAL,1.0,237.63,279.22,323.89,2011
2987,LYCLEAR CRM 5% 30GR,30.0,36.62,50.17,58.19,2011
4882,LYRICA 150MG 14CAPS,14.0,79.6,107.07,124.2,2011
4879,LYRICA 150MG 56CAPS,56.0,318.41,374.13,433.99,2011
4875,LYRICA 25MG 14CAPS,14.0,19.42,26.6,30.86,2011
6773,LYRICA 25MG 56 CAPSULES,56.0,77.68,104.48,121.19,2011
4883,LYRICA 300MG 14CAPS,14.0,112.75,140.94,163.49,2011
4880,LYRICA 300MG 56CAPS,56.0,451.02,529.95,614.74,2011
4876,LYRICA 50MG 14CAPS,14.0,30.7,42.06,48.78,2011
6774,LYRICA 50MG 56 CAPSULES,56.0,122.79,153.49,178.05,2011
4877,LYRICA 75MG 14CAPS,14.0,49.5,66.57,77.23,2011
4878,LYRICA 75MG 56CAPS,56.0,197.99,232.64,269.86,2011
4717,LYRINEL XL 10MG 30TAB,30.0,127.41,159.26,184.74,2011
4716,LYRINEL XL 5MG 30TAB,30.0,63.74,85.73,99.44,2011
1864,M.I.R 15MG 20TAB,20.0,,,,2011
1865,M.I.R 30MG 20TAB,20.0,,,,2011
1873,M.S.P 10MG 6SUPP,6.0,46.65,62.74,72.78,2011
1874,M.S.P 20MG 6SUPP,6.0,58.16,78.23,90.75,2011
2715,M.S.P 5MG 6SUPP,6.0,,,,2011
4953,MABCAMPATH IV SOL FOR INF  30MG/ML 3AMP,3.0,6385.07,7502.45,8702.84,2011
4944,MABTHERA 100MG/10ML 2VIALS,2.0,2541.41,2986.15,3463.94,2011
4945,MABTHERA 500MG/50ML 1VIAL,1.0,6354.68,7466.75,8661.43,2011
4648,MALARONE ADULTS 12TAB,12.0,167.07,208.84,242.25,2011
4672,MALARONE ADULTS 24TAB,24.0,334.14,392.62,455.44,2011
4647,MALARONE PAEDIATRIC 12TAB,12.0,57.08,76.78,89.06,2011
2246,MARONIL 25MG 30TAB,30.0,10.96,15.01,17.42,2011
3269,MARONIL 75 SR 20TAB,20.0,23.45,32.12,37.26,2011
3788,MAXIBONE 10MG 30TAB,30.0,79.45,106.85,123.95,2011
4788,MAXIBONE 70MG  4TAB,4.0,52.35,70.41,81.67,2011
3824,MAXIDEX 0.1% DROPS 5ML,5.0,10.15,13.9,16.13,2011
3246,MAXITROL OINT 3.5GR,3.5,14.36,19.67,22.82,2011
742,MAXITROL OPHT SUSPENSION  5ML,5.0,19.3,26.44,30.67,2011
1863,MCR 100MG 20TAB,20.0,117.18,146.48,169.92,2011
1866,MCR 10MG 50TAB,50.0,43.5,58.51,67.88,2011
1867,MCR 30MG 50TAB,50.0,99.38,124.22,144.09,2011
3588,MCR UNO120MG 10CRCAP,10.0,60.16,80.91,93.86,2011
3589,MCR UNO200MG 10CRCAP,10.0,146.15,182.69,211.92,2011
6129,MEDIXEL 30MG/5ML VIAL,1.0,349.2,410.31,475.96,2011
84,MEDROL 4MG 30TAB,30.0,12.62,17.29,20.06,2011
4279,MEGAXIN 400MG 5TAB,5.0,86.03,115.7,134.22,2011
4280,MEGAXIN 400MG 7TAB,7.0,120.44,150.54,174.63,2011
4108,MELIANE 21TAB,21.0,18.17,24.89,28.87,2011
4109,MELIANE 3X21TAB,63.0,54.5,73.3,85.03,2011
2248,MELODIL 25MG 30TAB,30.0,9.58,13.13,15.23,2011
2249,MELODIL 50MG 30TAB,30.0,17.31,23.71,27.5,2011
6386,MEMANTINE TEVA 10 MG 56 TAB,56.0,386.98,454.7,527.46,2011
3763,MEMORIT 10MG 28TAB,28.0,301.69,354.49,411.21,2011
3762,MEMORIT 5MG 28TAB,28.0,278.35,327.06,379.39,2011
4862,MEMOX 10 56TAB,56.0,386.98,454.7,527.46,2011
4580,MENCEVAX ACWY MONODOSE,1.0,119.31,149.14,173.0,2011
3182,MENOGON 10AMP+10SOLV,10.0,1111.54,1306.05,1515.02,2011
4419,MENOPUR INJ 75IU /1ML 10AMP,10.0,916.42,1076.79,1249.08,2011
4281,MENTAX CREAM 1% 10GR,10.0,,,,2011
3267,MEPHAQUIN 8 LACTABS,8.0,134.12,167.65,194.48,2011
1951,MEPRO 400MG 20TAB,20.0,5.74,7.87,9.13,2011
2070,MERCAPTIZOL 20MG 20TAB,20.0,7.9,10.82,12.55,2011
3029,MERCILON 1X21TAB,21.0,17.94,24.58,28.51,2011
3030,MERCILON 3X21,63.0,53.82,72.39,83.97,2011
2800,MEROKEN POWDER 315GR(3L),,,,,2011
6435,MERONEM 1G 10VIAL POWDER FOR SOL. FOR INJ.,10.0,1407.7,1654.05,1918.7,2011
6436,MERONEM 500MG 10VIAL POWDER FOR SOL. FOR INJ.,10.0,719.96,845.96,981.31,2011
334,MESTINON 60MG 20DRAG,20.0,16.2,22.2,25.75,2011
3118,MESULID 100MG 30CAPLETS,30.0,19.72,27.02,31.35,2011
6209,METFORMIN TEVA 850MG 30TAB,30.0,6.82,9.35,10.84,2011
4923,METHAZOLAMIDE TEVA 25MG 100TAB,100.0,,,,2011
931,METHERGIN 125MCG 30TAB,30.0,16.25,22.26,25.82,2011
6753,"METHOTREXAT ""EBEWE"" 10MG/ML 0.75ML SYRINGE PREFIL",1.0,69.38,93.31,108.24,2011
6755,"METHOTREXAT ""EBEWE"" 10MG/ML 1.5ML SYRINGE PREFIL",1.0,86.8,116.74,135.42,2011
6754,"METHOTREXAT ""EBEWE"" 10MG/ML 1ML SYRINGE PREFIL",1.0,65.22,87.72,101.76,2011
6756,"METHOTREXAT ""EBEWE"" 10MG/ML 2ML SYRINGE PREFIL",1.0,103.05,128.81,149.42,2011
4679,METHOTREXAT EBEWE 2.5MG 50TAB,50.0,25.82,35.37,41.03,2011
884,METHOTREXATE 2.5MG 100TAB,100.0,51.64,69.46,80.57,2011
6020,METHOZANE 100MG 30TAB,30.0,35.75,48.97,56.81,2011
6019,METHOZANE 25MG 30TAB,30.0,11.94,16.36,18.98,2011
563,METOPIRONE 250MG 50CAPS,50.0,119.72,149.65,173.59,2011
1596,METROGYL 250MG 20TAB,20.0,9.63,13.19,15.3,2011
4284,MIACALCIC 200UI/DOSE NASAL SPRAY 2ML,2.0,117.13,146.41,169.84,2011
453,MICRODIOL 1X21TAB,21.0,15.89,21.77,25.26,2011
454,MICRODIOL 3X21TAB,63.0,47.68,64.13,74.39,2011
87,MICROGYNON 3X21TABro,63.0,24.06,32.96,38.24,2011
6074,MICROLUT 0.03 MG 1x35 TABLETS,35.0,11.36,15.56,18.05,2011
6077,MICROLUT 0.03 MG 3 X 35 TABLETS,105.0,34.07,46.68,54.15,2011
6229,MIDOLAM 1MG/MLx5ML 5AMP,5.0,15.49,21.23,24.62,2011
4286,MIDOLAM 5AMP X 5MG/ML,5.0,13.9,19.04,22.09,2011
6227,MIDOLAM 5MG/ML5AMPx10ML,5.0,102.08,127.6,148.02,2011
6228,MIDOLAM 5MG/ML5AMPx3ML,5.0,26.62,36.47,42.3,2011
4525,MIFLONIDE PWDR INH 200MCG 60CAPS,60.0,31.09,42.6,49.41,2011
4526,MIFLONIDE PWDR INH 400MCG 60CAPS,60.0,60.7,81.64,94.71,2011
4287,MIGRALEVE 24TAB,24.0,36.96,50.63,58.73,2011
4115,MILTEX  0.6G/10ML SOL 10ML,10.0,430.17,505.45,586.32,2011
6335,MIMPARA 30MG 28TAB,28.0,877.85,1031.48,1196.51,2011
6336,MIMPARA 60MG 28TAB,28.0,1656.18,1946.01,2257.37,2011
6337,MIMPARA 90MG 28TAB,28.0,2401.88,2822.21,3273.77,2011
4508,MINESSE 28TAB,28.0,36.96,50.64,58.74,2011
4509,MINESSE 84TAB,84.0,110.89,138.61,160.79,2011
4410,MINIRIN 0.1MG 30TAB,30.0,90.95,122.33,141.9,2011
4411,MINIRIN 0.2MG 30TAB,30.0,133.79,167.24,194.0,2011
6063,MINIRIN MELT 120MCG 30TAB,30.0,194.88,228.98,265.62,2011
6064,MINIRIN MELT 60MCG 30TAB,30.0,111.85,139.81,162.18,2011
690,MINIRIN SOL 2.5ML,2.5,61.88,83.22,96.54,2011
3345,MINIRIN SPRAY RTS5ML (50DOSES),50.0,127.17,158.96,184.4,2011
2936,MINOCLIN 50MG 30CAP,30.0,27.86,38.17,44.28,2011
2860,MINOCYCLIN 100MG 10CAP,10.0,21.41,29.33,34.02,2011
2859,MINOCYCLIN 50MG 30CAP,30.0,27.86,38.17,44.28,2011
93,MINOXIDIL 5MG 100TAB,100.0,76.73,103.2,119.71,2011
370,MINULET 1X21TAB,21.0,17.59,24.09,27.95,2011
371,MINULET 3X21TAB,63.0,52.76,70.96,82.31,2011
6017,MIOCHOL-E 20MG 12VIALS,12.0,1281.16,1505.37,1746.23,2011
1811,MI-PILO 2% 15CC,15.0,13.94,19.1,22.16,2011
6167,MIRCERA 100MCG/0.3ML PRFILLED  SYRINGE,1.0,1023.84,1203.01,1395.49,2011
6253,MIRCERA 120MCG/0.3ML PRFILLED  SYRINGE,1.0,1229.28,1444.4,1675.5,2011
6168,MIRCERA 150MCG/0.3ML PRFILLED  SYRINGE,1.0,1535.57,1804.3,2092.99,2011
6169,MIRCERA 200MCG/0.3ML PRFILLED  SYRINGE,1.0,2049.19,2407.8,2793.05,2011
6170,MIRCERA 250MCG/0.3ML PRFILLED  SYRINGE,1.0,2556.85,3004.3,3484.98,2011
6252,MIRCERA 30MCG/0.3ML PRFILLED  SYRINGE,1.0,302.94,355.95,412.91,2011
6254,MIRCERA 360MCG/0.6ML PRFILLED  SYRINGE,1.0,3258.33,3828.54,4441.11,2011
6165,MIRCERA 50MCG/0.3ML PRFILLED  SYRINGE,1.0,511.53,601.05,697.21,2011
6166,MIRCERA 75MCG/0.3ML PRFILLED  SYRINGE,1.0,769.21,903.82,1048.43,2011
3519,MIRENA,1.0,582.19,684.07,793.52,2011
4658,MIRO 30MG 30TAB,30.0,43.23,58.14,67.45,2011
4659,MIRO 45MG 30TAB,30.0,63.73,85.71,99.43,2011
4663,MIRTAZAPINE TEVA 15MG 28TAB,28.0,33.75,46.23,53.63,2011
4664,MIRTAZAPINE TEVA 30MG 30TAB,30.0,43.23,58.14,67.45,2011
4665,MIRTAZAPINE TEVA 45MG 30TAB,30.0,63.73,85.71,99.43,2011
3489,MITE-X CR 30GR,30.0,36.62,50.17,58.19,2011
4319,MITOMYCIN C 10MG VIAL,1.0,118.51,148.14,171.84,2011
4320,MITOMYCIN C 2MG 1VIAL,10.0,267.68,314.52,364.85,2011
2577,MIXTARD 30HM5X3ML PEN,15.0,140.67,175.84,203.97,2011
2651,MIXTARD 40HM5X3ML PEN,15.0,144.15,180.18,209.01,2011
2652,MIXTARD 50HM5X3ML PEN,15.0,148.33,185.42,215.08,2011
4116,MIZOLLEN 10MG 15TAB,15.0,24.62,33.73,39.13,2011
3590,MOBEMIDE 150MG 30TAB,30.0,32.98,45.19,52.41,2011
6548,MOCLAV 400MG/5ML POWDER FOR SUSP 35ML,35.0,11.82,16.2,18.79,2011
6549,MOCLAV 400MG/5ML POWDER FOR SUSP 60ML,60.0,20.27,27.77,32.21,2011
6551,MOCLAV 400MG/5ML POWER FOR SUSP 100ML,100.0,33.78,46.28,53.68,2011
6550,MOCLAV 400MG/5ML PWDER FOR SUSP 70ML,70.0,23.65,32.4,37.58,2011
1870,MODAL 50MG 30CAP,30.0,16.94,23.21,26.92,2011
1871,MODAL FORTE 200MG 40TAB,40.0,44.02,59.2,68.67,2011
3644,MONOCORD 20MG 30TAB,30.0,6.85,9.38,10.88,2011
2779,MONOCORD 20MG 60TAB,60.0,13.69,18.76,21.76,2011
1773,MONOCORD 40MG 30TAB,30.0,13.71,18.78,21.79,2011
1774,MONOCORD 50MG SR 30TAB,30.0,53.16,71.5,82.94,2011
2326,MONOLONG 40MG 30 SR CAP,30.0,19.42,26.6,30.86,2011
